영업상태명,폐업일자,사업장명,좌표정보(x),좌표정보(y),도로명전체주소
폐업,2024-03-07,케이아울렛,127.0357264409991,37.26417532869759,"경기도 수원시 팔달구 인계로***번길 **-**, *층 ***호 (인계동)"
폐업,2024-02-26,구연탄,126.97651837192649,37.27641768714338,"경기도 수원시 권선구 금호로245번길 13, 1층 좌측호 (구운동)"
폐업,2024-03-07,소이배(SOYBAE),126.9364788210822,37.27286714988704,"경기도 수원시 권선구 금곡로**번길 **, ***동 ***호 (금곡동, 금곡엘지아파트)"
폐업,2024-02-28,똑부러진하마,126.99895870629086,37.27390756974073,"경기도 수원시 팔달구 고등로 **, ***동 ***호 (고등동, 수원역푸르지오자이)"
폐업,2024-02-29,타코빌리지,127.04888765069829,37.266027912173165,"경기도 수원시 영통구 매원로 26, 나동 1층 (매탄동)"
폐업,2024-03-04,예공시,127.06780375592184,37.24956762427874,"경기도 수원시 영통구 봉영로****번길 **, ***동 ***호 (영통동, 극동.풍림 아파트)"
폐업,2024-03-05,주리스몰,126.99510315888465,37.26812383772237,"경기도 수원시 권선구 세화로***번길 **, ***동 ***호 (서둔동, 센트라우스)"
폐업,2024-02-27,플라워바이소리(flower by sori),126.9962730185182,37.27630557408,"경기도 수원시 팔달구 덕영대로***번길 **, *층 (화서동)"
폐업,2024-02-27,팀썬그룹,127.01470486809156,37.26474150952285,"경기도 수원시 팔달구 정조로***번길 *-*, ***호 (매교동)"
폐업,2024-02-29,카페진루아쏘 수원시청역점,127.03184564933767,37.260476601362335,"경기도 수원시 팔달구 권광로 146, 벽산그랜드코아 1층 102-2호 (인계동)"
폐업,2024-03-05,요거트판다 광교호수공원점,127.06279718330488,37.287013161762864,"경기도 수원시 영통구 법조로 38, 광교 더샵 레이크파크 판매시설동 지1층 B20,21호 (하동)"
폐업,2024-02-27,K뷰티&Diet,127.04481651854921,37.289639516144355,"경기도 수원시 영통구 에듀타운로 101, 에듀하임1309오피스텔 101동 105호 (이의동)"
폐업,2024-02-29,버던트네일,126.9676971109452,37.2952500431836,"경기도 수원시 장안구 율전로64번길 20-14, 101호 (율전동)"
폐업,2024-02-26,카페24창업센터 수원장안구청점,127.00837743056324,37.30077290821511,"경기도 수원시 장안구 송원로 **, 신성빌딩 *층 **호 (송죽동)"
폐업,2024-03-06,오우,127.02898077009664,37.29217678160645,"경기도 수원시 장안구 창룡대로 ***, *층 *호 (연무동)"
폐업,2024-03-08,피규어인프라,127.0090330979328,37.29449054568327,"경기도 수원시 장안구 송정로***번길 **, 풍뎅이호프 (정자동)"
폐업,2024-03-06,버거1529 인계점,127.03514122556832,37.261324275151445,"경기도 수원시 팔달구 효원로 303, 삼호파크타워 지하1층 103,104,105(주방17호)호 (인계동)"
폐업,2024-02-21,솔로몬 황(Solomon Sulphur),127.04103577058859,37.296100197273155,"경기도 수원시 영통구 창룡대로256번길 77, 에이스 광교타워3 412호 (이의동)"
폐업,2024-02-27,유비즈씨,127.04481651854921,37.289639516144355,"경기도 수원시 영통구 에듀타운로 ***, 에듀하임****오피스텔 ***동 ****호 (이의동)"
폐업,2024-03-06,푸드연구소,126.97853015464361,37.276444660508396,"경기도 수원시 권선구 수인로 193-6, 1층 일부호 (구운동)"
폐업,2024-03-07,쇼핑카트24,127.06552791788133,37.25438898892754,"경기도 수원시 영통구 매영로***번길 **, ***동 ***호 (영통동, 신성.신안.쌍용.진흥아파트)"
폐업,2024-02-28,베니스상사,127.03450202017493,37.256728012805496,"경기도 수원시 권선구 권중로*번길 **, ***호 (권선동)"
폐업,2024-02-27,한스컴제이,127.04481651854921,37.289639516144355,"경기도 수원시 영통구 에듀타운로 ***, 에듀하임****오피스텔 ***동 ****호 (이의동)"
폐업,2024-03-07,반찬투정,127.02617502569606,37.29417450221211,"경기도 수원시 장안구 월드컵로428번길 16, 1층 (연무동)"
폐업,2024-02-29,베니스상사,127.03450202017493,37.256728012805496,"경기도 수원시 권선구 권중로*번길 **, *층 ***호 (권선동)"
폐업,2024-02-24,올림포스 제우스,126.97977833933491,37.286318787386875,경기도 수원시 팔달구 일월로**번길 *-**(화서동)
폐업,2024-03-02,다래다육,127.03009302397227,37.246722765812976,"경기도 수원시 권선구 동수원로***번길 **, ***동 ***호 (권선동, 수원아이파크시티*단지)"
폐업,2024-03-07,하밥,127.00564427089877,37.291640239576864,"경기도 수원시 장안구 수성로 305, 1층 일부호 (정자동)"
폐업,2024-03-09,빨간루비,127.00219051531911,37.28133074589798,"경기도 수원시 팔달구 화양로**번길 ***, ***호 (화서동)"
폐업,2024-02-27,인셀덤 유니스,127.08399833591012,37.268135099114865,"경기도 수원시 영통구 봉영로****번길 **, ***동 ***호 (영통동, 신명.한국아파트)"
폐업,2024-02-28,효티네일(HYO TI NAIL),127.04766659645428,37.29086741545291,"경기도 수원시 영통구 도청로 95, 유니코어 1층 1-202호 (이의동)"
폐업,2024-02-26,인셀덤(노블레스리치),126.9668820508374,37.302327168897385,"경기도 수원시 장안구 덕영대로***번길 **, 지하*층 B**호 (율전동)"
폐업,2024-03-07,스마트안전,127.0579455762,37.24467315813676,"경기도 수원시 영통구 영통로***번길 **, 현대프라자 ***호 (영통동)"
폐업,2024-02-28,가꿈네일,127.01370502134563,37.26121249569625,"경기도 수원시 권선구 정조로588번길 2, 1층 일부호 (세류동)"
폐업,2024-02-26,두번먹는명인김치찜,127.0054068772159,37.26263407388744,"경기도 수원시 권선구 세류로15번길 13, 1층 일부호 (세류동)"
폐업,2024-03-05,거기시켜 덮밥&간식(수원시청점),127.03514122556832,37.261324275151445,"경기도 수원시 팔달구 효원로 303, 삼호파크타워 지하1층 103~105(주방11호)호 (인계동)"
